Player 1:,You,,,,,,,,,,,,,,,Player 1:,You,,,,,,,,,,,,,,
Player 2: ,CloseOther,,,,,,,,,,,,,,,Player 2: ,Acquaintance,,,,,,,,,,,,,,
Scale Label:,DecimalCloseOther,,,,,,,,,,,,,,,Scale Label:,DecimalAcquaintance,,,,,,,,,,,,,,
Number of Choices,15,,,,,,,,,,,,,,,Number of Choices,15,,,,,,,,,,,,,,
Choice #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Choice #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
ChoosePlayer1- Player1Gets,0.96,1.91,2.87,3.83,4.79,5.74,6.7,7.66,8.61,9.57,10.53,11.48,12.44,13.4,14.36,ChoosePlayer1- Player1Gets,0.96,1.91,2.87,3.83,4.79,5.74,6.7,7.66,8.61,9.57,10.53,11.48,12.44,13.4,14.36
ChoosePlayer1- Player2Gets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ChoosePlayer1- Player2Gets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChoosePlayer2- Player1Gets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ChoosePlayer2- Player1Gets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChoosePlayer2- Player2Gets,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,ChoosePlayer2- Player2Gets,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1001,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1002,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
1005,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1
1006,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1
1007,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
1008,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1009,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2
1010,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1012,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
1013,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2
1014,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1016,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
1017,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1018,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1019,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1020,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1021,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1024,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
1025,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1026,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1027,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1
1028,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
1029,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
1030,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
1031,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1
1032,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1033,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
1034,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1
1035,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1
1036,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1037,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
1038,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1039,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
1040,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1041,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1042,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1
1043,2,1,1,2,1,2,1,2,2,1,1,1,2,1,2,,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2
1044,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1045,2,1,2,1,2,1,1,2,2,2,1,1,2,1,1,,1,1,2,2,1,1,1,2,1,2,1,2,2,2,1
1046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1047,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,2,2,2,1,1,1,2,2,1,1,1,1,2,1,1
1048,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1
1049,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1
1050,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1
1051,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1052,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
1053,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1054,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2
1055,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1058,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2
1059,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1
1060,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1061,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
1062,2,2,2,1,1,2,2,1,1,2,1,2,1,1,1,,2,2,2,1,1,2,1,2,1,2,1,2,1,1,1
1063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1064,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1
1065,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1
1066,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
1067,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1068,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1
1069,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
1070,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
1071,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
