Subject,Scale_Label,Player_1-Player_2,Scale_Length,Ratio_0,Ratio_1,Ratio_2,Ratio_3,Ratio_4,Ratio_5,Ratio_6,Ratio_7,Ratio_8,Ratio_9,Ratio_10,Ratio_11,Ratio_12,Ratio_13,Ratio_14,SwitchPoint_0,SwitchPoint_1,SwitchPoint_2,SwitchPoint_3,SwitchPoint_4,SwitchPoint_5,SwitchPoint_6,SwitchPoint_7,SwitchPoint_8,SwitchPoint_9,SwitchPoint_10,SwitchPoint_11,SwitchPoint_12,SwitchPoint_13,SwitchPoint_14,SwitchPoint_15,Choice_0,Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6,Choice_7,Choice_8,Choice_9,Choice_10,Choice_11,Choice_12,Choice_13,Choice_14,numSwitches,Num_Avgd_SPs,Max_SP_Consistency,Avgd_SPs,Avgd_SP_range,Avgd_SP_rankRange,Num_Inconsistent,Consistency,WTRerror,WTR,WTRLoc,Scale_Label,Player_1-Player_2,Scale_Length,Ratio_0,Ratio_1,Ratio_2,Ratio_3,Ratio_4,Ratio_5,Ratio_6,Ratio_7,Ratio_8,Ratio_9,Ratio_10,Ratio_11,Ratio_12,Ratio_13,Ratio_14,SwitchPoint_0,SwitchPoint_1,SwitchPoint_2,SwitchPoint_3,SwitchPoint_4,SwitchPoint_5,SwitchPoint_6,SwitchPoint_7,SwitchPoint_8,SwitchPoint_9,SwitchPoint_10,SwitchPoint_11,SwitchPoint_12,SwitchPoint_13,SwitchPoint_14,SwitchPoint_15,Choice_0,Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6,Choice_7,Choice_8,Choice_9,Choice_10,Choice_11,Choice_12,Choice_13,Choice_14,numSwitches,Num_Avgd_SPs,Max_SP_Consistency,Avgd_SPs,Avgd_SP_range,Avgd_SP_rankRange,Num_Inconsistent,Consistency,WTRerror,WTR,WTRLoc
1000,DecimalCloseOther,You:CloseOther,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1.0,1.500522466039707,0.0,0.0,0,1.0,0.0,1.5005224660397074,External,DecimalAcquaintance,You:Acquaintance,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,7,2,0.7333333333333333,1.3500522466039706;0.949843260188087,0.4002089864158829,4.0,6,0.6,1.998955067920585,1.1499477533960292,Internal
1001,DecimalCloseOther,You:CloseOther,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1.0,1.05015673981191,0.0,0.0,0,1.0,0.0,1.050156739811912,Internal,DecimalAcquaintance,You:Acquaintance,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,7,2,0.7333333333333333,0.8500522466039707;0.649947753396029,0.20010449320794155,2.0,5,0.6666666666666666,1.8503134796238245,0.75,Internal
1002,DecimalCloseOther,You:CloseOther,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1.0,0.949843260188087,0.0,0.0,0,1.0,0.0,0.9498432601880877,Internal,DecimalAcquaintance,You:Acquaintance,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1.0,0.450365726227795,0.0,0.0,0,1.0,0.0,0.4503657262277952,Internal
1003,DecimalCloseOther,You:CloseOther,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1.0,0.949843260188087,0.0,0.0,0,1.0,0.0,0.9498432601880877,Internal,DecimalAcquaintance,You:Acquaintance,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1.0,0.1003134796238244,0.0,0.0,0,1.0,0.0,0.10031347962382445,External
1004,DecimalCloseOther,You:CloseOther,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1.0,0.750261233019853,0.0,0.0,0,1.0,0.0,0.7502612330198537,Internal,DecimalAcquaintance,You:Acquaintance,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1.0,0.350052246603970,0.0,0.0,0,1.0,0.0,0.3500522466039707,Internal
1005,DecimalCloseOther,You:CloseOther,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1.0,0.1003134796238244,0.0,0.0,0,1.0,0.0,0.10031347962382445,External,DecimalAcquaintance,You:Acquaintance,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1.0,0.1003134796238244,0.0,0.0,0,1.0,0.0,0.10031347962382445,External
1006,DecimalCloseOther,You:CloseOther,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1.0,0.249738766980146,0.0,0.0,0,1.0,0.0,0.2497387669801463,Internal,DecimalAcquaintance,You:Acquaintance,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1.0,0.249738766980146,0.0,0.0,0,1.0,0.0,0.2497387669801463,Internal
1007,DecimalCloseOther,You:CloseOther,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1.0,0.1003134796238244,0.0,0.0,0,1.0,0.0,0.10031347962382445,External,DecimalAcquaintance,You:Acquaintance,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1.0,0.1003134796238244,0.0,0.0,0,1.0,0.0,0.10031347962382445,External
1008,DecimalCloseOther,You:CloseOther,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1.0,0.949843260188087,0.0,0.0,0,1.0,0.0,0.9498432601880877,Internal,DecimalAcquaintance,You:Acquaintance,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1.0,0.350052246603970,0.0,0.0,0,1.0,0.0,0.3500522466039707,Internal
1009,DecimalCloseOther,You:CloseOther,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,5,1,0.8666666666666667,0.850052246603970,0.0,0.0,2,0.8666666666666667,0.599791013584117,0.8500522466039707,Internal,DecimalAcquaintance,You:Acquaintance,15,1.5005224660397074,1.4002089864158829,1.2998955067920583,1.199582027168234,1.1003134796238243,1.0,0.8996865203761755,0.800417972831766,0.7001044932079414,0.599791013584117,0.5005224660397074,0.400208986415883,0.2998955067920585,0.19958202716823406,0.10031347962382445,1.5005224660397074,1.4503657262277951,1.3500522466039706,1.2497387669801463,1.1499477533960292,1.050156739811912,0.9498432601880877,0.8500522466039707,0.7502612330198537,0.6499477533960292,0.5501567398119123,0.4503657262277952,0.3500522466039707,0.2497387669801463,0.14994775339602925,0.10031347962382445,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,3,2,0.9333333333333333,0.7502612330198537;0.550156739811912,0.20010449320794144,2.0,2,0.8666666666666667,0.10031347962382442,0.650208986415883,Internal
